slug,description
7-piece-brass-royal-pooja-thali-set-9-inch-10-inch-design-1,"Item Name : 7 Piece Brass Om Pooja Thali Set (9 Inch) Package Content: 7 Pc set of 1 Puja Thali, 1 Ghanti (Bell),1 Puja Bowl, 1 Agarbatti Holder, 1 Brass Kalash(Lota), 1 Panchmukhi Diya, 1 Spoon are the best suitable for Pooja Material : Made with High and Best Quality Brass. Dimension are : Thali: Diameter - 24.3 cm (9.5 Inch), Weight - 630 Gram About Product: Elevate your spiritual rituals with Satvikstore.in’s Premium Brass Pooja Thali Set , a perfect fusion of tradition and elegance. Ideal for daily worship, housewarming gifts, weddings, festivals, and corporate gifting, this handcrafted set embodies devotion and Indian culture. Made by skilled artisans with intricate detailing, it adds a divine aura to any occasion. Whether for personal use or as a thoughtful gift, this thali set is a symbol of purity, blessings, and grace. Embrace the richness of tradition and bring home a sacred treasure that will be cherished for years. Shop now at Satvikstore.in – India’s Largest Pooja Accessories Brand. 1. A Class Apart for Return Gifts and Corporate Gifting: Looking for thoughtful return gifts or corporate gifting options. Our Premium Brass Pooja Thali Set is a timeless choice that embodies the essence of Indian culture and spirituality. Share the joy of worship with your loved ones or colleagues, leaving a lasting impression with this exceptional gift. 2. Perfect for Housewarming: Embrace the tradition of gifting during housewarming ceremonies with our brass pooja thali. This exquisite set adds an auspicious touch to any new home, making it a cherished symbol of blessings and prosperity. 3. Daily Pooja Delight: Experience the bliss of daily prayers and rituals with our Premium Brass Pooja Thali Set. The meticulously crafted thali and accompanying accessories transform your everyday worship into a divine and soul-soothing experience. 4. Suitable for Every Special Occasion: Be it weddings, festivals, or any joyous celebration, our brass pooja thali is a versatile companion that enriches the spiritual essence of every special moment. Brass Deigner Puja Thali | Traditional Aarti Plate Set | Premium Quality Brass Pooja Essentials | Pooja Thali for Home Temple | Festival Aarti Plate Set | Indian Religious Ritual Thali | Handcrafted Brass Thali Set | Decorative Puja Thali | Housewarming Gift | Spiritual Gift Item | Temple Accessories | Brass Aarti Plate | Traditional Puja Decor | Brass Puja Set | Cultural Festival Essentials | Antique Finish Brass Thali | Brass Designer Pooja Thali Set"
7-piece-brass-shubh-labh-pooja-thali-set-8-inch-design-8,"Item Name : 7 Piece Brass Shubh Labh Pooja Thali Set (8 -9 Inch) Design 8 Package Content: 7 Pc set of 1 Puja Thali, 1 Ghanti (Bell),1 Puja Bowl, 1 Agarbatti Holder, 1 Brass Kalash(Lota), 1 Aarti Diya, 1 Spoon are the best suitable for Pooja Material : Made with High and Best Quality Brass. Dimension are : Thali Diameter - 20.32 cm (8 - 9 Inch), Weight - 310 About Product: Elevate your spiritual rituals with Satvikstore.in’s Premium Brass Pooja Thali Set , a perfect fusion of tradition and elegance. Ideal for daily worship, housewarming gifts, weddings, festivals, and corporate gifting, this handcrafted set embodies devotion and Indian culture. Made by skilled artisans with intricate detailing, it adds a divine aura to any occasion. Whether for personal use or as a thoughtful gift, this thali set is a symbol of purity, blessings, and grace. Embrace the richness of tradition and bring home a sacred treasure that will be cherished for years. Shop now at Satvikstore.in – India’s Largest Pooja Accessories Brand. 1. A Class Apart for Return Gifts and Corporate Gifting: Looking for thoughtful return gifts or corporate gifting options. Our Premium Brass Pooja Thali Set is a timeless choice that embodies the essence of Indian culture and spirituality. Share the joy of worship with your loved ones or colleagues, leaving a lasting impression with this exceptional gift. 2. Perfect for Housewarming: Embrace the tradition of gifting during housewarming ceremonies with our brass pooja thali. This exquisite set adds an auspicious touch to any new home, making it a cherished symbol of blessings and prosperity. 3. Daily Pooja Delight: Experience the bliss of daily prayers and rituals with our Premium Brass Pooja Thali Set. The meticulously crafted thali and accompanying accessories transform your everyday worship into a divine and soul-soothing experience. 4. Suitable for Every Special Occasion: Be it weddings, festivals, or any joyous celebration, our brass pooja thali is a versatile companion that enriches the spiritual essence of every special moment. Brass Deigner Puja Thali | Traditional Aarti Plate Set | Premium Quality Brass Pooja Essentials | Pooja Thali for Home Temple | Festival Aarti Plate Set | Indian Religious Ritual Thali | Handcrafted Brass Thali Set | Decorative Puja Thali | Housewarming Gift | Spiritual Gift Item | Temple Accessories | Brass Aarti Plate | Traditional Puja Decor | Brass Puja Set | Cultural Festival Essentials | Antique Finish Brass Thali | Brass Designer Pooja Thali Set"
74-inch-brass-hanuman-statue-in-dynamic-pose-holding-gada,"About the Product: 74 Inch Brass Hanuman Statue in Dynamic Pose - Holding Gada Material: The Large Brass Goddess Durga on the Lion Statue is made from Pure Brass Virgin Material. Size/Dimension : Height: 188 cm, Length: 93 cm, Width: 25 cm Weight: 150000 grams (150kg) approx. About Product: Elevate your living space with this beautifully crafted Large Brass Hanuman Statue in Dynamic Pose - Holding Gada, a timeless symbol of peace, wisdom, and spiritual serenity it comes in temple size. Expertly designed with intricate details, this elegant piece is a stunning decor item and a reminder of mindfulness and tranquility. Ideal for homes, offices, or meditation spaces, the Large Brass Hanuman Statue in Dynamic Pose - Holding Gada showpiece has a calming presence and promotes a sense of balance and harmony. Its rich, golden hue and graceful design make it a versatile addition to any interior style, from traditional to modern. Whether as a gift for loved ones or a personal treasure, this Large Brass Hanuman Statue in Dynamic Pose - Holding Gada is a perfect way to invite positive energy, inner peace, and prosperity into your home Premium Brass Hanuman Idols | Handmade Brass Hanuman Statue | Antique Finish Hanuman Statue Holding Gada | Exclusive Brass Idol | Brass Idol | Brass Hanuman Statue in Dynamic Pose |"
77-inch-monumental-brass-dr-bhimrao-ramji-ambedkar-statue,"About the Product: 77 Inch Monumental Brass Dr. Bhimrao Ramji Ambedkar Statue Material: The Brass Monumental Brass Dr. Bhimrao Ramji Ambedkar Statue is made from Pure Brass Virgin Material. Size/Dimension : Height: 197 cm, Length: 65 cm, Width: 90 cm Weight: 160000 grams (160kg) approx. About Product: Elevate your living space with this beautifully crafted Brass Monumental Brass Dr. Bhimrao Ramji Ambedkar Statue, a timeless symbol of peace, wisdom, and spiritual serenity it comes in temple size. Expertly designed with intricate details, this elegant piece is both a stunning decor item and a reminder of mindfulness and tranquility. Ideal for home, office, or meditation spaces, the Brass Monumental Brass Dr. Bhimrao Ramji Ambedkar Murti showpiece brings a calming presence and promotes a sense of balance and harmony. Its rich, golden hue and graceful design make it a versatile addition to any interior style, from traditional to modern. Whether as a gift for loved ones or a personal treasure, this Brass Monumental Brass Dr. Bhimrao Ramji Ambedkar Statue Idol is a perfect way to invite positive energy, inner peace, and prosperity into your home. Brass Ambedkar Standing Idol | Bhimrao Ramji Ambedkar Statue | Premium Brass Leader Idol | Antique Finish Brass Statue | Dr. Bhimrao Ambedkar Brass Statue | Brass Idol | Patriotic Decor Brass Statue |"
8-1-inch-beautiful-designer-brass-diya-with-hanging-bell,"Item Name : 8.1 Inch Beautiful Designer Brass Diya With Hanging Bell Material : This Brass Diya With Hanging Bell is made from high-quality brass Material. Size/ Dimension : Height: 20.7 Cm, Length: 8.2 Cm, Width: 11.5 Cm Weight : 820 Gram About Product: This Beautiful Designer Brass Diya With Hanging Bell is used for lighting lamps using cotton wicks. It is an integral custom or tradition to start all the auspicious events by lighting the lamp to create a spiritual atmosphere. Diyas are an essential part of Indian Festive Occasions or Diwali decorations. Considering this, we came with a beautiful range of Diwali Collections. This Beautiful Designer Brass Diya With Hanging Bell are Perfect for Diwali Puja, Prayer, Auspicious Occasions & Festivals of India. This Traditional design is very appealing as a home décor items On the Occasion of Diwali, Anniversary, Pooja, Hawan, etc. These Beautiful Diyas can be readily turned into wonderful gift items. Designer Brass Diya | Brass Diya with Hanging Bell | Antique Style Brass Diya | Brass Gift Item for Housewarming | Premium Brass Hanging Bell for Decor | Brass Diya for Home Mandir |"
8-1-inch-blessings-of-lakshmi-ganesha-in-brass,"Item Name: 8.1 Inch Elegant Brass Lakshmi Ganesh Idol Material: The Laxmi Ganesh Murti is made from High-Quality Brass Material Size/ Dimension: Laxmi - Height: 20.5cm, Length: 17cm. Ganesh - Height: 20.5cm, Length: 16cm. Weight: (Both Idols) - 6570 Grams (Approx) About Product: The 8.1 Inch Exquisite Brass Lakshmi Ganesha Idol is a beautifully crafted miniature statue made from high-quality brass, it features the revered Hindu deities, Lakshmi and Ganesha, intricately detailed with fine artistry. Brass Gift Item for Housewarming | Premium Brass Idols for Sale | Handmade Brass Lakshmi Ganesha Idol | Antique Lakshmi Ganesha Idol | Exclusive Brass Idol | Brass Idol | Puja Room Decor | Brass Temple Decor | Brass Lakshmi Ganesha Idol | Lakshmi , the Goddess of wealth, prosperity, and fortune, is typically depicted with her graceful and serene posture, holding lotus flowers and gold coins, symbolizing abundance and blessings. Ganesha , the Elephant-headed God of wisdom, remover of obstacles, and patron of new beginnings, is shown in his typical form with a single tusk and a calm, benevolent expression. This brass idol is polished to a smooth finish, highlighting the fine craftsmanship and giving it a radiant, golden appearance. Its compact size makes it ideal for placement on home altars, desks, or as part of a spiritual collection. It’s not just a decorative piece but also a symbol of divine blessings and positive energy for the space it occupies. Perfect for gifting during festivals like Diwali or housewarming celebrations. Brass Lakshmi Ganesh Idol | Lakshmi Ganesh Murti for Pooja | Brass Ganesh Lakshmi Statue | Lakshmi Ganesh Idol for Home Temple | Handcrafted Brass Lakshmi Ganesh | Antique Finish Ganesh Lakshmi Idol | Lakshmi Ganesh Idol for Diwali | Brass Laxmi Ganesh for Gift | Lakshmi Ganesh Idol for Mandir"
8-1-inch-lord-krishna-brass-murti,"Item Name : 8.1 Inch Lord Krishna Brass Murti Material: Made With Virgin Quality of Brass. Dimension: Height: 20.5 cm, Length: 9.5 cm Weight: 1120 grams About Product: Lord krishna is the embodiment of love and divine joy that destroys all pain and sin. According to shastras, krishna is known as one of the most magnanimous and charming gods, who had the innate quality of attracting anyone who came in contact with him. Beautiful divine lord Krishna Statue made of Brass. Hindu Krishna idol Symbol Of love & happiness. Krishna statue can be used for pooja or to decorate your home. Krishna Statue are also very happy figures to have in your home. Brass Krishna Statue | Krishna Brass Idol | Krishna Brass Murti | Kanha Statue | Brass Krishna | Lord Krishna Idol for Home | Brass Lord Krishna Idol | Brass Krishna idol for Home Temple | Brass Gift Item for Housewarming | Premium Brass Idol for Sale | Handmade Brass Krishna Idol | Antique Finish Krishna Idol |"
8-2-inch-elegant-brass-colorful-ram-darbar-idol,"Item Name: 8.2 Inch Elegant Brass Colorful Ram Darbar Idol Material: High-Quality Brass. Dimension: Height: 21 cm, Length: 18 cm, Width: 5 cm Weight: 2070 grams About Product: Keeping the Spirituality of Lord Ram Sita with Laxman and Hanuman , The idol is made from Virgin Quality Brass Material which makes it 100% Pure and Long lasting, with High-Quality Finishing and Detailing Work. Brass Ram Darbar Idol | Lord Ram Family Brass Idol | Colorful Brass Ram Idol | Exclusive Ram Darbar for Temple | Handcrafted Brass Idol | Brass Idol | Antique Finish Brass Ram Darbar Idol |"
8-3-inch-brass-ram-idol-with-bow-in-colored,"Item Name : Brass Ram Idol with Bow in Colored Material : Made with High and Virgin Quality of Brass Material. Dimension : Height: 21.2 cm, Length: 9.3 cm, Weight : 1665 Grams Approx About Product: Keeping Ram with Bow Statue is good for Strength. Rama not only strings the bow, but he also snaps it with his strength and victory. In this situation, the bow is more than just a symbol of Rama's great strength; it also acts as a symbol of Rama's goodness, worthiness, and divine origins. Lord Ram Statue with Bow | Lord Ram Idol for Home Temple | Handcrafted Lord Ram Idol | Puja Room Decor | Brass Gift Item for Housewarming | Premium Brass Idol for Sale | Colored Brass Ram Idol |"
8-3-inch-contemplative-brass-colorful-buddha-idol-blue,"About the Product : 8.3 Inch Contemplative Brass Colorful Buddha Idol Blue Material: The Meditation Buddha Idol is made from Pure Brass Virgin Material. Size/Dimension : Height: 21 cm, Length:15 cm, Width: 9.5 cm Weight: 2150 grams About Product: Meditation The idol is built of high-quality materials for long-lasting use and is recognized for bestowing wealth and good health. Handmade items manufactured by Indian artisans using modern design. Colorful Brass Buddha Statue | Blue Buddha Idol | Handcrafted Buddha Idol | Brass Buddha Idol for Decor | Brass Idol | Buddha Statue Sitting Posture | Brass Gift Item for Housewarming | Blue Brass Buddha Showpiece |"
8-3-inch-contemplative-brass-colorful-buddha-idol-green,"About the Product : 8.3 Inch Contemplative Brass Colorful Buddha Idol Green Material: The Meditation Buddha Idol is made from Pure Brass Virgin Material. Size/Dimension : Height: 21 cm, Length: 15 cm, Width: 9.5 cm Weight: 2090 grams About Product: Meditation The idol is built of high-quality materials for long-lasting use and is recognized for bestowing wealth and good health. Handmade items manufactured by Indian artisans using modern design. Brass Buddha Idol | Handcrafted Brass Buddha Idol | Colorful Brass Buddha Statue | Brass Gift Item for Housewarming | Brass Buddha Statue for Decor | Antique Look Brass Buddha | Brass Idol | Exclusive Brass Idol |"
8-3-inch-handcrafted-brass-shivalingam-featuring-naga-hood-and-nandi,"Item Name : 8.3 Inch Handcrafted Brass Shivalingam featuring Naga hood and Nandi Material: The Shivalingam Murti is made from High-Quality Brass Material Dimensions: Height: 21 cm, Length: 18 cm. Weight: 3292 Grams (Approx) About Product: Bring divine energy and blessings into your home with this beautifully crafted Brass Shivalingam Diya . Featuring a detailed Naga hood over the sacred Shivalingam and Nandi at the base, this diya represents Lord Shiva in his most powerful form. Perfect for daily puja, Shivratri, home temple décor, and spiritual gifting , this diya blends traditional symbolism with elegant craftsmanship. Made from pure brass, it is both durable and visually striking, designed to radiate positivity and light in your space. An auspicious addition to any spiritual setup, it also makes a thoughtful gift for devotees and loved ones during festive occasions. Brass Shivalingam Idol | Brass Lord Shiva Shivling | Brass Shivling for temple | Handcrafted Shivaling Idol | Antique brass Shivling | Exclusive Brass Shivling | Puja Room Decor | Shivling For Temple Decor |"
8-4-inch-antique-brass-ram-with-bow-statue,"Item Name : 8.4 Inch Antique Brass Ram with Bow Statue Material : Made with High and Virgin Quality of Brass Material. Dimension : Height: 21.5 cm, Length: 9.1 cm, Width: 11 cm, Weight : 1715 Grams Approx About Product: Keeping Ram with Bow Statue is good for Strength. Rama not only strings the bow, but he also snaps it with his strength and victory. In this situation, the bow is more than just a symbol of Rama's great strength; it also acts as a symbol of Rama's goodness, worthiness, and divine origins. Antique Finish Ram Idol | Puja Room Decor | Brass Ram Idol with Bow | Handcrafted Ram with Bow | Brass Standing Ram Statue | Brass Gift Item for Housewarming | Premium Brass Idol for Sale | Brass Idol |"
8-4-inch-brass-ram-with-bow-idol-in-sitting-pose,"Item Name : 8.4 Inch Brass Ram with Bow Idol in Sitting Pose Material : Made with high-quality and Virgin Quality Brass Material. Dimension : Height: 21.2 cm, Length: 9 cm, Width: 16 cm Weight : 2915 Grams Approx About Product: Keeping Ram with Bow Statue is good for Strength. Rama not only strings the bow, but he also snaps it with his strength and victory. In this situation, the bow is more than just a symbol of Rama's great strength; it also acts as a symbol of Rama's goodness, worthiness, and divine origins. Brass Ram with Bow Idol | Brass Ram Statue | Puja Room Decor | Handmade Brass Ram Idol In Sitting Pose | Antique Finish Brass Ram Idol | Brass Idol | Exclusive Brass Ram Idol in Siiting Pose |"
8-4-inch-elegant-brass-hanuman-idol-in-standing-pose,"Item Name : 8.4 Inch Elegant Brass Hanuman Idol in Standing Pose Material : The Bajrangbali Murti is made from High Quality Brass Material. Size/ Dimension : Height: 21.5 cm, Length: 10 cm, Width: 6 cm. Weight : 1960 gram About Product : Hanuman statue idol Pital Bajranbali Murti is symbol of pure devotion, complete surrender and absence of ego or the lower self which made from Virgin Quality Brass for long lasting use. Handmade product from the Artisanship of India's Craftsman with Using Modern Style. Perfect to gift in Anniversary, Wedding, Reception, Pooja , Jagran , Hawan, home inauguration gift, return gift idea. Brass Hanuman Idol | Puja Room Decor | Brass Gift Item for Housewarming | Brass Standing Hanuman Idol | Antique Finish Brass Hanuman Idol | Brass Idol | Hanuman Brass Idol for Temple Decor |"
8-5-inch-bhupati-eco-friendly-ganesha-idol,"Item Name: 8.5 Inch Bhupati Eco-Friendly Ganesha Idol/Ganpati Murti. Pose : Lalbaug Raja Pose Product Dimension: Height:21.8 cm (8.6 Inches) Length:15.7 cm (6.2 Inches) Product Wt:0.984 Kg (984 gram) Packaging Dimension ( Shipping Box ): Height: 26 cm Length: 22 cm Width: 14.5 cm Shipping Wt: 1.857 Kg (1857 gram) Hand-painted with Eco Friendly Non-Toxic Multi Colors. Material : Our Bhupati Eco Friendly Ganesha Idol are Made of 100% Bio-degradable Eco Friendly Mud/Mitti. Sadhu Matti Clay. About Product: The 8.6 Inch Bhupati Eco-Friendly Ganesha Idol is a beautifully handcrafted representation of Lord Ganesha, embodying the essence of Bhupati—Lord of the Earth. Made entirely from natural clay, this idol is perfect for celebrating Ganesh Chaturthi in an environmentally responsible way. With intricate detailing, a serene expression, and a traditional design, it serves as both a divine symbol and a sustainable decor piece. Ideal for home puja, festive décor, or gifting, this idol adds spiritual grace while aligning with eco-conscious values. Bhupati Eco-Friendly Ganpati | 8.6 Inch Ganesha Idol | Eco-Friendly Ganesh Murti 2025 | Shadu Mati Ganpati Idol | Sustainable Ganesha Idol | Ganpati for Home & Puja | Handcrafted Eco Ganesh | Visarjan Friendly Ganesha |"
8-5-inch-eco-friendly-ganesha-idol,"Item Name : 8.5 Inch Eco-Friendly Ganesha Idol in Dagdusheth Pose Pose : Dagdusheth Ganpati Pose Product Dimension: Height: 22 cm (8.5 Inches) Length: 19 cm (7.5 Inches) Product Wt: 2.16 Kg (2160 gram) Packaging Dimension ( Shipping Box ): Height: 33 cm Length: 25.6 cm Width: 16.5 cm Shipping Wt: 3.122 Kg (3122 gram) Hand-painted with Eco Friendly Non-Toxic Multi Colors. Material: Our Shuban Eco-Friendly Ganesha Idol are Made of 100% Bio-degradable Eco Friendly Mud/Mitti. Sadhu Matti Clay. About Product The 8.5 Inch Eco-Friendly Ganesha Idol is a beautifully sculpted idol of Lord Ganesha crafted from 100% natural clay and painted using non-toxic, eco-safe colors. Designed to dissolve easily in water, this idol promotes a pollution-free Ganesh Chaturthi celebration. Its compact size, serene expression, and traditional craftsmanship make it ideal for home worship, small pandals, or gifting. 8.5 Inch Dagdusheth Ganesha Idol | Eco-Friendly Ganpati Murti | Shadu Mati Ganesh Idol | Natural Clay Ganesha Idol | Dagdusheth Pose Ganpati | Visarjan Friendly Ganpati Idol | Eco Ganesh Idol 2025 | Traditional Ganesh Idol |"
8-5-inch-handcrafted-laxmi-ganesh-statue-in-brass,"Item Name: 8.5 Inch Elegant Brass Lakshmi Ganesh Idol Material: The Laxmi Ganesh Murti is made from High-Quality Brass Material Size/ Dimension: Laxmi - Height: 21.5cm, Length: 16cm. Ganesh - Height: 22.5cm, Length: 16cm. Weight: (Both Idols) - 7630 Grams (Approx) About Product: The 8.5 Inch Exquisite Brass Lakshmi Ganesha Idol is a beautifully crafted miniature statue made from high-quality brass, it features the revered Hindu deities, Lakshmi and Ganesha, intricately detailed with fine artistry. Brass Gift Item for Housewarming | Premium Brass Idols for Sale | Handmade Brass Lakshmi Ganesha Idol | Antique Lakshmi Ganesha Idol | Exclusive Brass Idol | Brass Idol | Puja Room Decor | Brass Temple Decor | Brass Lakshmi Ganesha Idol | Lakshmi , the Goddess of wealth, prosperity, and fortune, is typically depicted with her graceful and serene posture, holding lotus flowers and gold coins, symbolizing abundance and blessings. Ganesha , the Elephant-headed God of wisdom, remover of obstacles, and patron of new beginnings, is shown in his typical form with a single tusk and a calm, benevolent expression. This brass idol is polished to a smooth finish, highlighting the fine craftsmanship and giving it a radiant, golden appearance. Its compact size makes it ideal for placement on home altars, desks, or as part of a spiritual collection. It’s not just a decorative piece but also a symbol of divine blessings and positive energy for the space it occupies. Perfect for gifting during festivals like Diwali or housewarming celebrations. Brass Lakshmi Ganesh Idol | Lakshmi Ganesh Murti for Pooja | Brass Ganesh Lakshmi Statue | Lakshmi Ganesh Idol for Home Temple | Handcrafted Brass Lakshmi Ganesh | Antique Finish Ganesh Lakshmi Idol | Lakshmi Ganesh Idol for Diwali | Brass Laxmi Ganesh for Gift | Lakshmi Ganesh Idol for Mandir"
8-5-inch-majestic-brass-8-armed-maa-durga-idol-on-lion,"Item Name: 8.5 Inch Majestic Brass 8-Armed Maa Durga Idol on Lion Material: The Durga mata murti is made from High Quality Virgin Brass Material Size/ Dimension: Height: 22 cm, Length: 18 cm Weight: 2971 Grams (approx.) About Product: Embrace the powerful energy of Maa Durga with this 8.5-inch Brass 8-Armed Durga Idol , beautifully depicted riding her mighty lion. This meticulously crafted statue showcases Maa Durga in her most majestic form, symbolizing strength, courage, and divine protection. With 8 arms holding symbolic weapons, she represents the protection of good over evil and the empowerment of her devotees. Made from high-quality brass, this idol features intricate detailing and a polished finish, making it a stunning addition to any temple , home altar , or spiritual space . Maa Durga, the goddess of power and victory, brings divine blessings, peace, and strength into your home, helping to overcome challenges and obstacles. Maa Durga Idol | 8-Armed Durga Mata Statue | Brass Durga Maa on Lion | Brass Durga Mata Idol for Home Temple | Handcrafted Brass Maa Durga Idol | Antique Finish Brass Statue | Brass Idol | Puja Room Decor |"
8-5-inch-premium-brass-pooja-bell-ghanta-for-mandir,"Item Name: 8.5 Inch Premium Brass Pooja Bell - Ghanta for Mandir Material : Made from High Quality Brass that makes is Durable and Sturdy and Rust- Resistant. Dimensions: Height - 21.5 cm, Length - 17.2 cm, Weight - 2883 grams (Approx) About the Product: This Brass Ghanta (Temple Bell) is a must-have accessory for any home temple , mandir , or pooja ghar . Handcrafted from high-quality brass, this mandir bell creates a rich, resonant sound that purifies the environment and enhances the spiritual ambiance during daily puja rituals , aartis , and festivals like Diwali and Navratri . Also known as a pooja bell , this piece is traditionally used to invoke divine presence and drive away negative energy. Whether used in home shrines , ashrams , or temples , this brass pooja ghanta stands out with its solid build, elegant shine, and traditional design. This big bell for mandir is both a spiritual tool and a stunning decorative piece, making it an excellent option for housewarming gifts , festival gifting , or personal devotional use. Bring home this sacred symbol to invite peace, positivity, and divine blessings into your space. Brass Pooja Bell | Brass Bell for Temple | Premium Brass Bell | Puja Room Decor | Antique Finish Brass Bell | Handmade Brass Temple Bell | Brass Bell | Exclusive Brass Bell | 8.5 Inch Brass Pooja Bell | Traditional Mandir Ghanta | Brass Temple Bell | Heavy Brass Pooja Ghanta | Hanging Mandir Bell | Indian Prayer Bell | Pure Brass Devotional Bell | Brass Ghanti for Temple | Spiritual Brass Bell |"
8-5-inch-prepossessing-brass-ganesh-wall-hanging,"Item Name : 8.5 Inch Prepossessing Brass Ganesh Wall Hanging Material : Made with high-quality Brass. Dimension : Height: 21.5 cm, Length: 4 cm, Width: 18.2 cm Weight : 1400 Grams (Approx.) About Product : Satvik Store Presents Prepossessing Brass Ganesh Wall Hanging . Lord Ganesha symbolizes the vanquisher of all the obstacles. It is believed that worshiping him, ushers in happiness, wealth, wisdom in the family. It is made from Virgin Quality Brass for long lasting use. Handmade product from the Artisanship of India's Craftsman with Using Modern Style. Perfect to gift in Anniversary, Wedding, Reception, Office party, house warming party gift, home inauguration gift, return gift idea. Quality & Craftsmanship : Keeping the purity of Wall Hanging Ganesh, The Wall Hanging is made from Virgin Quality Brass Material which makes it 100% Pure and Long lasting, High Quality Finishing and Detailing Work. Brass Ganesha Wall Hanging | Brass Gift Item for Housewarming | Brass Wall Hanging | Handmade Brass Ganesha Wall Hanging | Puja Room Decor | Handmade Brass Wall Hanging For Home Decor |"
8-6-inch-handcrafted-brass-sherawali-mata-idol,"Item Name : 8.6 Inch Handcrafted Brass Sherawali Mata Idol Material : The Durga Mata Murti is made from High-Quality Brass Material Size/Dimension : Height: 22 cm, Length: 18 cm, Width: 10 cm Weight : 3080 Grams (approx) About Product : Elevate your home temple with this Brass Sherawali Mata Idol , a beautifully crafted depiction of Durga Maa on her lion. Made from premium brass with intricate detailing, this durable statue is perfect for Pooja, festive décor, or gifting. Ideal for festivals like Navratri , it brings strength, protection, and divine blessings to your space. Puja Room Decor | Brass Gift Item for Housewarming | Premium Brass Idols for Sale | Handmade Brass Sherawali Mata Idol | Antique Finish Sherawali Mata Statue | Exclusive Brass Idol | Brass Idol | Brass Idol for Home Mandir | Sherawali Mata Brass Statue |"
8-6-inch-tarun-eco-friendly-ganpati-murti-in-raja-pose,Item Name: 8.6 Inch Eco Friendly Ganpati Ganesha Murti. Pose : Lalbaug Raja Pose Product Dimension: Height: 21.8 cm (8.6 Inches) Length: 15.7 cm (6.2 Inches) Product Wt: 0.984 Kg (984 gram) Packaging Dimension ( Shipping Box ): Height: 26 cm Length: 22 cm Width: 14.5 cm Shipping Wt: 1.857 Kg (1857 gram) Hand-painted with Eco Friendly Non Toxic Multi Colors. Material : Made of 100% Bio-degradable Eco Friendly Mud/Mitti. Sadhu Matti Clay. Tarun Eco-Friendly Ganpati | 8.6 Inch Clay Ganesha Idol | Raja Pose Ganesh Idol | Shadu Mati Ganpati 2025 | Sustainable Ganpati Idol | Eco-Friendly Ganesha for Home | Visarjan Friendly Ganpati | Ganesh Idol for Festival |
8-7-inch-brass-colored-hanuman-idol,"Item Name : 8.7 Inch Brass Colored Hanuman Idol Material : The Bajrangbali is made from High Quality and Virgin Brass Material. Size/ Dimension : Height: 22 cm, Length: 19 cm Weight : 1142 Grams (Approx) About Product: Lord Hanuman, the symbol of strength, courage, and devotion, is revered across India for his unwavering loyalty and protection. This brass idol not only enhances the spiritual ambiance of your space but also serves as a powerful reminder of inner strength and resilience. Invoke the divine blessings of Lord Hanuman with this intricately crafted Brass Colored Hanuman Idol , designed to radiate spiritual energy and devotion. Made with premium quality brass and finished in vibrant, traditional colors, this idol is perfect for placing in your home temple, office altar, or gifting on religious occasions. Whether you're performing daily pooja, festive rituals, or simply decorating your sacred space, this Hanuman idol adds a touch of divine charm and positivity. Brass hanuman idol | Brass hanuman murti | Neem Karoli Baba | Kesari Nandan Idol | Kesari Nandan Brass Idol | Hanuman Arti | Hanuman Ji Murti | Hanuman Ji ki Murti | Hanuman Ji Idol | Hanuman Idol for Home | Hanuman murti for Home | Hanuman Idol Brass | Panchmukhi Hanuman Murti | 5 Mukhi Hanuman Murti | Anjaneyar statue | Bajrang Murti | Brass Hanuman | Brass Hanuman ji | Brass Hanuman Statue | Hanuman ji Statue |"
8-7-inch-brass-kesari-panchmukhi-hanuman-big-sitting-idol,"Item Name : 8.7 Inch Brass Kesari Panchmukhi Hanuman Big Sitting Idol Material : The Bajrangbali is made from High Quality and Virgin Brass Material. Size/ Dimension : Height: 22 cm, Length: 23 cm Weight : 4930 Grams (Approx) About Product: Lord Hanuman, the symbol of strength, courage, and devotion, is revered across India for his unwavering loyalty and protection. This brass idol not only enhances the spiritual ambiance of your space but also serves as a powerful reminder of inner strength and resilience. Invoke the divine blessings of Lord Hanuman with this intricately crafted Brass Colored Hanuman Idol , designed to radiate spiritual energy and devotion. Made with premium quality brass and finished in vibrant, traditional colors, this idol is perfect for placing in your home temple, office altar, or gifting on religious occasions. Whether you're performing daily pooja, festive rituals, or simply decorating your sacred space, this Hanuman idol adds a touch of divine charm and positivity. Brass hanuman idol | Brass hanuman murti | Neem Karoli Baba | Kesari Nandan Idol | Kesari Nandan Brass Idol | Hanuman Arti | Hanuman Ji Murti | Hanuman Ji ki Murti | Hanuman Ji Idol | Hanuman Idol for Home | Hanuman murti for Home | Hanuman Idol Brass | Panchmukhi Hanuman Murti | 5 Mukhi Hanuman Murti | Anjaneyar statue | Bajrang Murti | Brass Hanuman | Brass Hanuman ji | Brass Hanuman Statue | Hanuman ji Statue |"
